date,type,address,city,zip,price,beds,baths,neighborhood,sqft,lotsize,year,hoa,url,mls,latitude,longitude
August-23-2019,multifamily,93 Beacon St,Somerville,02143,1600000,5,4.5,Inman Square,3714,2741,1900,,http://www.redfin.com/MA/Somerville/93-Beacon-St-02143/home/8724993,72499390,42.3773062,-71.1048723
August-26-2019,condo,284 Harvard St #76,Cambridge,02139,758000,2,2,Central Square,872,,1978,520,http://www.redfin.com/MA/Cambridge/284-Harvard-St-02139/unit-76/home/28552431,72512559,42.3690828,-71.1045822
August-26-2019,condo,285 Harvard St #412,Cambridge,02139,640000,1,1,Mid Cambridge,592,,1910,311,http://www.redfin.com/MA/Cambridge/285-Harvard-St-02139/unit-412/home/11562553,72540737,42.3694214,-71.1041518
August-26-2019,condo,147 Sherman St #102,Cambridge,02140,585000,1,1,Cambridge,1106,,1967,282,http://www.redfin.com/MA/Cambridge/147-Sherman-St-02140/unit-102/home/45115771,72508128,42.3909845,-71.1329175
August-26-2019,condo,10 Dana St #305,Cambridge,02138,795000,2,1,Cambridge,881,,1909,496,http://www.redfin.com/MA/Cambridge/10-Dana-St-02138/unit-305/home/11565506,72496035,42.3701157,-71.1096642
August-26-2019,condo,169 Monsignor Obrien Hwy #516,Cambridge,02141,820000,2,2,East Cambridge,1201,,1930,817,http://www.redfin.com/MA/Cambridge/169-Monsignor-O-Brien-Hwy-02141/unit-516/home/11600878,72537208,42.3718074,-71.0775304
August-26-2019,condo,128 Cherry St #3,Cambridge,02139,975000,3,2,Cambridge,1067,,1854,267,http://www.redfin.com/MA/Cambridge/128-Cherry-St-02139/unit-3/home/55737083,72535918,42.3654889,-71.0966666
August-26-2019,singlefamily,6 Livermore Pl,Cambridge,02141,765000,2,1.5,Cambridge,1300,1116,1903,,http://www.redfin.com/MA/Cambridge/6-Livermore-Pl-02141/home/11556811,72526375,42.370911,-71.095114
August-26-2019,townhouse,84 Clarendon Ave #84,Somerville,02144,725000,3,2,Somerville,1228,,1988,250,http://www.redfin.com/MA/Somerville/84-Clarendon-Ave-02144/unit-84/home/60364771,72507606,42.4012703,-71.1302139
August-27-2019,condo,23 Cambridge Ter #3,Cambridge,02140,812500,2,1,Cambridge,1010,,1909,245,http://www.redfin.com/MA/Cambridge/23-Cambridge-Ter-02140/unit-3/home/12427843,72538765,42.3882137,-71.123341
August-27-2019,multifamily,23 Greenough Ave,Cambridge,02139,2250000,7,3,Cambridge,3901,5000,1903,,http://www.redfin.com/MA/Cambridge/23-Greenough-Ave-02139/unit-000002/home/11563600,72525692,42.3737312,-71.1061605
August-27-2019,singlefamily,38 Fulkerson St,Cambridge,02141,1075000,3,1.5,Cambridge,1520,1612,1873,,http://www.redfin.com/MA/Cambridge/38-Fulkerson-St-02141/home/11553570,72512044,42.3708333,-71.0869877
August-28-2019,condo,18 Tufts St #4,Cambridge,02139,1050000,3,2.5,Cambridgeport,1310,,1920,169,http://www.redfin.com/MA/Cambridge/18-Tufts-St-02139/unit-4/home/160501915,72455089,42.3572171,-71.1115934
August-28-2019,condo,262 Monsignor 0'Brien Hwy #405,Cambridge,02141,895000,2,2,Cambridge,1044,,2018,597,http://www.redfin.com/MA/Cambridge/262-Monsignor-0-Brien-Hwy-02141/unit-405/home/147712071,72413292,42.3716445,-71.0809757
August-28-2019,condo,9 Medford St #704,Somerville,02143,679000,1,1,Somerville,799,,1916,565,http://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-704/home/167845814,72538177,42.3742011,-71.0868252
August-28-2019,condo,55 Howard St #2,Cambridge,02139,735000,2,1,Riverside,744,,1916,182,http://www.redfin.com/MA/Cambridge/55-Howard-St-02139/unit-2/home/168601559,72546258,42.3658699,-71.1111413
August-28-2019,condo,70 Park St #53,Somerville,02143,490000,2,1,Somerville,574,,1975,264,http://www.redfin.com/MA/Somerville/70-Park-St-02143/unit-53/home/8759752,72536742,42.3804382,-71.1078831
August-28-2019,condo,30 Bigelow St Unit B,Cambridge,02139,950000,2,1.5,Mid Cambridge,1015,,1890,333,http://www.redfin.com/MA/Cambridge/30-Bigelow-St-02139/unit-B/home/11566859,72530609,42.3685569,-71.1047247
August-28-2019,condo,145 Amory #1,Cambridge,02139,1925000,4,3.5,Cambridge,2168,,2019,9999999,http://www.redfin.com/MA/Cambridge/145-Amory-St-02139/unit-1/home/167485615,72535340,42.3725471,-71.1001993
August-28-2019,multifamily,922 Massachusetts Ave,Cambridge,02139,11550000,29,31,Cambridge,21770,4800,1915,,http://www.redfin.com/MA/Cambridge/922-Massachusetts-Ave-02139/home/11567413,72467126,42.368252,-71.10909
August-28-2019,townhouse,260 Beacon St #105,Somerville,02143,1225000,3,2.5,Inman Square,1810,,2018,503,http://www.redfin.com/MA/Somerville/260-Beacon-St-02143/unit-105/home/147241046,72400069,42.3823048,-71.1119401
August-29-2019,condo,411 Norfolk St Unit 1F,Somerville,02143,311226,1,1,Somerville,336,,2002,245,http://www.redfin.com/MA/SOMERVILLE/411-NORFOLK-ST-02143/unit-1F/home/8753858,72491705,42.374356,-71.095705
August-29-2019,condo,260 Beacon St #103,Somerville,02143,1049000,2,2,Somerville,1482,,2019,412,http://www.redfin.com/MA/Somerville/260-Beacon-St-02143/unit-103/home/147037480,72394430,42.3823048,-71.1119401
August-29-2019,singlefamily,8 Eustis St,Cambridge,02140,1334287,3,2,Agassiz Neighborhood,1817,845,1994,,http://www.redfin.com/MA/Cambridge/8-Eustis-St-02140/home/11573675,72507825,42.3835064,-71.1157355
August-29-2019,singlefamily,12 Corporal Burns Rd,Cambridge,02138,1390000,3,2.5,West Cambridge,1468,4100,1920,138,http://www.redfin.com/MA/Cambridge/12-Corporal-Burns-Rd-02138/unit-000012/home/11549912,72531887,42.3856308,-71.1378473
August-30-2019,condo,94 Amory St #2,Cambridge,02139,985000,2,2,Inman Square,1157,,1930,250,http://www.redfin.com/MA/Cambridge/94-Amory-St-02139/unit-2/home/11601107,72536097,42.3714876,-71.1003764
August-30-2019,condo,395 Broadway Unit L5B,Cambridge,02139,679000,2,1,Cambridge,954,,1935,602,http://www.redfin.com/MA/Cambridge/395-Broadway-02139/unit-L5B/home/11563402,72542935,42.3719346,-71.1068336
August-30-2019,condo,29 Pemberton St #2,Cambridge,02140,882500,2,2,North Cambridge,1075,,1908,220,http://www.redfin.com/MA/Cambridge/29-Pemberton-St-02140/unit-2/home/40011791,72539208,42.3918165,-71.1254339
August-30-2019,condo,231 Coolidge Ave #409,Watertown,02472,375000,1,1,Watertown,638,,1962,334,http://www.redfin.com/MA/Watertown/231-Coolidge-Ave-02472/unit-409/home/11702832,72537852,42.3660189,-71.1445289
August-30-2019,condo,104 Woodstock St #3,Somerville,02144,637000,2,2.5,Teele Square,1043,,1920,377,http://www.redfin.com/MA/Somerville/104-Woodstock-St-02144/unit-3/home/12389601,72522294,42.4039376,-71.1338853
August-30-2019,singlefamily,160 River St,Cambridge,02139,1700001,5,2.5,Cambridge,3231,4309,1902,,http://www.redfin.com/MA/Cambridge/160-River-St-02139/home/11568640,72538672,42.3634415,-71.1095958
August-30-2019,singlefamily,70 Kirkland #7,Cambridge,02138,1675000,3,3,Harvard Square,2184,2194,1979,,http://www.redfin.com/MA/Cambridge/70-Kirkland-St-02138/unit-7/home/168016383,72542162,42.3772069,-71.1098975
August-30-2019,townhouse,321 Harvard St #402,Cambridge,02139,750000,2,1.5,Harvard Square,810,,1980,422,http://www.redfin.com/MA/Cambridge/321-Harvard-St-02139/unit-402/home/11564813,72521463,42.3704201,-71.1073621
August-5-2019,condo,64 Highland Ave #3,Cambridge,02139,1030000,3,1,Inman Square,1366,,1910,400,http://www.redfin.com/MA/Cambridge/64-Highland-Ave-02139/unit-3/home/11563920,72507361,42.3734621,-71.104973
August-5-2019,singlefamily,73 Henderson St,Arlington,02474,1260000,4,4,East Arlington,2963,6700,1920,,http://www.redfin.com/MA/Arlington/73-Henderson-St-02474/home/8407713,72521621,42.4040131,-71.1351734
August-6-2019,condo,14 Malcolm Rd #1,Cambridge,02138,1285000,3,3,West Cambridge,1624,,1914,200,http://www.redfin.com/MA/Cambridge/14-Malcolm-Rd-02138/unit-1/home/167472136,72535295,42.3816688,-71.139129
August-6-2019,singlefamily,213 Brattle St,Cambridge,02138,2050000,4,2.5,West Cambridge,2778,3155,1896,,http://www.redfin.com/MA/Cambridge/213-Brattle-St-02138/home/11591545,72489864,42.376491,-71.140161
August-6-2019,singlefamily,250 Garden St,Cambridge,02138,720000,3,1,Cambridge,1140,2059,1973,,http://www.redfin.com/MA/Cambridge/250-Garden-St-02138/home/11599699,72517472,42.3863618,-71.1355041
August-7-2019,condo,226 Banks St #4,Cambridge,02138,753000,2,1,Cambridge,736,,1920,242,http://www.redfin.com/MA/Cambridge/226-Banks-St-02138/unit-4/home/138319077,72525850,42.3654319,-71.1147686
August-8-2019,multifamily,117 Fayerweather St,Cambridge,02138,1551375,5,3,West Cambridge,3359,4254,1916,,http://www.redfin.com/MA/Cambridge/117-Fayerweather-St-02138/home/11594073,72521340,42.3834033,-71.1370301
August-9-2019,singlefamily,7 Murdock St,Cambridge,02139,1500000,3,3,Cambridge,1468,1846,1989,,http://www.redfin.com/MA/Cambridge/7-Murdock-St-02139/home/11557857,72532052,42.3716195,-71.0987793
July-1-2019,condo,102 Hancock St #4,Cambridge,02139,970000,2,2,Mid Cambridge,1270,,1839,333,http://www.redfin.com/MA/Cambridge/102-Hancock-St-02139/unit-4/home/11565883,72493309,42.3690023,-71.1076646
July-1-2019,condo,54 Matignon Rd #54,Cambridge,02140,950000,4,2,Cambridge,2195,,1928,275,http://www.redfin.com/MA/Cambridge/54-Matignon-Rd-02140/unit-54/home/164421025,72490438,42.402082,-71.1332738
July-1-2019,condo,34 Gorham St #3,Cambridge,02138,745000,3,1,Agassiz,1220,,1925,300,http://www.redfin.com/MA/Cambridge/34-Gorham-St-02138/unit-3/home/161101391,72477439,42.3812937,-71.1146093
July-1-2019,condo,86 Buckingham #3,Cambridge,02138,525000,1,1,West Cambridge,600,,1920,266,http://www.redfin.com/MA/Cambridge/86-Buckingham-St-02138/unit-3/home/45497486,72491143,42.3809345,-71.1289011
July-1-2019,condo,21 Chauncy St Unit 1B,Cambridge,02138,459000,1,1,Cambridge,635,,1900,370,http://www.redfin.com/MA/Cambridge/21-Chauncy-St-02138/unit-1B/home/11586051,72454084,42.3796749,-71.1230811
July-1-2019,condo,111 Magazine St #1,Cambridge,02139,862000,2,1.5,Cambridgeport,1047,,1916,200,http://www.redfin.com/MA/Cambridge/111-Magazine-St-02139/unit-1/home/11560658,72491309,42.3600237,-71.1104027
July-1-2019,singlefamily,51 Jay St,Cambridge,02139,1950000,3,3.5,Cambridgeport,1863,1863,2016,189,http://www.redfin.com/MA/Cambridge/51-Jay-St-02139/unit-51/home/109086372,72500410,42.3660619,-71.1102226
July-10-2019,condo,1 Speridakis Ter #2,Cambridge,02139,875000,3,1,Cambridgeport,1019,,1920,271,http://www.redfin.com/MA/Cambridge/1-Speridakis-Ter-02139/unit-2/home/167088174,72518206,42.3604912,-71.1069989
July-10-2019,condo,4 Cambridge Ter #2,Cambridge,02140,911000,2,2,Neighborhood 9,1163,,1930,243,http://www.redfin.com/MA/Cambridge/4-Cambridge-Ter-02140/unit-2/home/21863212,72513094,42.3881558,-71.1223197
July-10-2019,multifamily,421 Walden St,Cambridge,02138,2400000,6,3,West Cambridge,3345,5227,1912,,http://www.redfin.com/MA/Cambridge/421-Walden-St-02138/home/11594050,72507933,42.3829121,-71.1354519
July-11-2019,condo,266 Windsor St Unit B,Cambridge,02139,430000,1,1,Area 4,622,,1927,263,http://www.redfin.com/MA/Cambridge/266-Windsor-St-02139/unit-B/home/11556252,72495630,42.3677628,-71.095065
July-11-2019,singlefamily,20 Berkeley St,Cambridge,02138,6000000,7,4.5,Harvard Square,5995,12946,1857,,http://www.redfin.com/MA/Cambridge/20-Berkeley-St-02138/home/11587020,72490321,42.3784455,-71.1262144
July-11-2019,townhouse,33 Ivaloo St #2,Somerville,02143,970000,3,2,Somerville,1847,2319,1890,225,http://www.redfin.com/MA/Somerville/33-Ivaloo-St-02143/unit-2/home/12376745,72508414,42.3814939,-71.1088079
July-12-2019,condo,285 Harvard St #110,Cambridge,02139,375000,1,1,Cambridge,368,,1910,194,http://www.redfin.com/MA/Cambridge/285-Harvard-St-02139/unit-110/home/11562462,72521570,42.3694214,-71.1041518
July-12-2019,condo,80 Lexington Ave #3,Cambridge,02138,1285000,2,2,West Cambridge,1890,,1900,280,http://www.redfin.com/MA/Cambridge/80-Lexington-Ave-02138/unit-3/home/28956024,72513605,42.3772067,-71.14023
July-12-2019,condo,7 Centre #24,Cambridge,02139,942750,2,1,Cambridge,1304,,1925,476,http://www.redfin.com/MA/Cambridge/7-Centre-St-02139/unit-24/home/11565237,72508559,42.3696949,-71.1083283
July-12-2019,condo,199 Prospect St Unit A2,Cambridge,02139,630000,2,1,Mid Cambridge,974,,1905,302,http://www.redfin.com/MA/Cambridge/199-Prospect-St-02139/unit-A2/home/110093859,72507979,42.3702509,-71.1005586
July-12-2019,singlefamily,49 Grozier Rd,Cambridge,02138,2580000,4,3,West Cambridge,2874,6108,1929,,http://www.redfin.com/MA/Cambridge/49-Grozier-Rd-02138/home/12428150,72501186,42.3790107,-71.1415327
July-12-2019,singlefamily,45 Mount Vernon St,Cambridge,02140,3650000,6,4.5,Avon Hill,5119,8255,1888,,http://www.redfin.com/MA/Cambridge/45-Mt-Vernon-St-02140/home/11578183,72487371,42.387331,-71.12111
July-12-2019,singlefamily,23 Chester St,Somerville,02144,2650000,5,3.5,Davis Square,3409,8083,1900,,http://www.redfin.com/MA/Somerville/23-Chester-St-02144/home/11649716,72486949,42.3941039,-71.1240327
July-15-2019,condo,152 Berkshire St #6,Cambridge,02141,446500,1,1,Cambridge,505,,1920,281,http://www.redfin.com/MA/Cambridge/152-Berkshire-St-02141/unit-6/home/11601643,72467005,42.3717854,-71.0898109
July-15-2019,condo,150 Cambridge St #110,Cambridge,02141,1055000,2,2,East Cambridge,1116,,2006,850,http://www.redfin.com/MA/Cambridge/150-Cambridge-St-02141/unit-110/home/12428067,72500899,42.3706978,-71.0784314
July-15-2019,condo,1975 Massachusetts Ave #405,Cambridge,02140,1270000,2,2,Porter Square,1187,,2016,581,http://www.redfin.com/MA/Cambridge/1975-Massachusetts-Ave-02140/unit-405/home/167039151,72512581,42.3902162,-71.1206206
July-15-2019,condo,75 Richdale Ave #9,Cambridge,02140,1489000,1,2,Porter Square,1933,,1900,336,http://www.redfin.com/MA/Cambridge/75-Richdale-Ave-02140/unit-9/home/11583911,72517666,42.3888217,-71.1234523
July-15-2019,multifamily,107 Columbia St,Cambridge,02139,2200000,10,3,Cambridge,4158,2757,1854,,http://www.redfin.com/MA/Cambridge/107-Columbia-St-02139/home/11558279,72508204,42.3660578,-71.0985936
July-15-2019,singlefamily,21 Stearns St,Cambridge,02138,2030000,4,2.5,Observatory Hill,2274,4320,1890,,http://www.redfin.com/MA/Cambridge/21-Stearns-St-02138/home/11588873,72505077,42.3855758,-71.1310421
July-15-2019,singlefamily,6 Chauncy Ln,Cambridge,02138,2500000,3,3.5,Harvard Square,2774,1460,1969,,http://www.redfin.com/MA/Cambridge/6-Chauncy-Ln-02138/home/11577030,72491208,42.3799719,-71.1223732
July-15-2019,townhouse,173 Huron Ave #173,Cambridge,02138,2825000,4,4.5,West Cambridge,3506,,2019,479,http://www.redfin.com/MA/Cambridge/173-Huron-Ave-02138/unit-173/home/160678278,72464891,42.3822304,-71.1317014
July-16-2019,condo,9 Chauncy St #52,Cambridge,02138,825000,2,1,Harvard Square,995,,1972,435,http://www.redfin.com/MA/Cambridge/9-Chauncy-St-02138/unit-52/home/11577096,72511555,42.3800699,-71.1213206
July-16-2019,condo,931 Massachusetts Ave #302,Cambridge,02139,1051000,2,2,Cambridge,962,,1987,981,http://www.redfin.com/MA/Cambridge/931-Massachusetts-Ave-02139/unit-302/home/11565670,72496642,42.3688865,-71.109566
July-16-2019,singlefamily,12A Watson St,Cambridge,02139,1745000,4,3,Cambridgeport,2097,2400,2005,,http://www.redfin.com/MA/Cambridge/12A-Watson-St-02139/home/166861522,72508305,42.3618744,-71.1044529
July-16-2019,singlefamily,82 Larch Rd,Cambridge,02138,2200000,5,2,Cambridge,2361,6821,1927,,http://www.redfin.com/MA/Cambridge/82-Larch-Rd-02138/home/11591922,72478883,42.3780946,-71.1426932
July-17-2019,condo,16 Chauncy St #21,Cambridge,02138,400000,0,1,Neighborhood 9,384,,1900,276,http://www.redfin.com/MA/Cambridge/16-Chauncy-St-02138/unit-21/home/11575835,72482686,42.3795948,-71.1217784
July-17-2019,condo,21 Essex St Unit 1F,Cambridge,02139,450000,1,1,Cambridge,526,,1920,200,http://www.redfin.com/MA/Cambridge/21-Essex-St-02139/unit-1F/home/12427678,72517447,42.3662883,-71.1021351
July-17-2019,condo,24 Maple Ave #5,Cambridge,02139,712000,1,1,Cambridge,754,,1903,286,http://www.redfin.com/MA/Cambridge/24-Maple-Ave-02139/unit-5/home/11564026,72517868,42.3724409,-71.1042965
July-17-2019,condo,27 Maple Ave #1,Cambridge,02139,1580000,3,2.5,Cambridge,1824,,1904,414,http://www.redfin.com/MA/Cambridge/27-Maple-Ave-02139/unit-1/home/11597817,72500705,42.3729858,-71.1046923
July-17-2019,condo,166 Hancock St #166,Cambridge,02139,1950000,4,3.5,Mid Cambridge,2001,,1902,250,http://www.redfin.com/MA/Cambridge/166-Hancock-St-02139/unit-166/home/28494089,72508368,42.3706491,-71.1064946
July-17-2019,condo,9 Medford St Ph 01,Somerville,02143,1125000,2,2,Somerville,1064,,1916,912,http://www.redfin.com/MA/Somerville/9-Medford-St-02143/unit-01/home/167180164,72529709,42.3742011,-71.0868252
July-17-2019,condo,76 Reservoir St #1,Cambridge,02138,789000,3,1,West Cambridge,1133,,1906,,http://www.redfin.com/MA/Cambridge/76-Reservoir-St-02138/unit-1/home/19003233,72514620,42.3818685,-71.1354466
July-17-2019,condo,253 Norfolk St Unit 1-4,Cambridge,02139,713000,1,1,Inman Square,948,,1875,517,http://www.redfin.com/MA/Cambridge/253-Norfolk-St-02139/unit-14/home/11549145,72507987,42.3706016,-71.0979696
July-17-2019,singlefamily,20 Brown St,Cambridge,02138,1450000,1,1.5,Cambridge,1400,2297,1873,,http://www.redfin.com/MA/Cambridge/20-Brown-St-02138/home/11587210,72521367,42.3758906,-71.128823
July-17-2019,townhouse,331 Beacon St #2,Somerville,02143,806500,3,2.5,Somerville,1320,,1910,125,http://www.redfin.com/MA/Somerville/331-Beacon-St-02143/unit-2/home/12389673,72508260,42.3850445,-71.114369
July-17-2019,townhouse,47 Market St #1,Cambridge,02139,1320000,3,2.5,Cambridge,2041,,1902,312,http://www.redfin.com/MA/Cambridge/47-Market-St-02139/unit-1/home/103997961,72487143,42.3688018,-71.0965227
July-18-2019,condo,2 Chester St Unit 2B,Cambridge,02140,760000,2,1.5,Cambridge,1050,,1980,257,http://www.redfin.com/MA/Cambridge/2-Chester-St-02140/unit-2B/home/167134871,72525556,42.3930085,-71.1250075
July-18-2019,condo,18 Sacramento Pl #2,Cambridge,02138,720000,2,1,Agassiz,869,,2019,120,http://www.redfin.com/MA/Cambridge/18-Sacramento-Pl-02138/unit-2/home/163375967,72486408,42.3831385,-71.116798
July-18-2019,townhouse,651 Concord Ave #1,Cambridge,02138,830000,2,2.5,Cambridge,1478,,1996,326,http://www.redfin.com/MA/Cambridge/651-Concord-Ave-02138/unit-1/home/11548907,72512660,42.3898447,-71.1484652
July-19-2019,condo,16 Reed St #3,Cambridge,02140,823000,2,1.5,North Cambridge,992,,1915,140,http://www.redfin.com/MA/Cambridge/16-Reed-St-02140/unit-3/home/167086903,72517970,42.3938809,-71.1321955
July-19-2019,condo,259 Brookline St #259,Cambridge,02139,1635000,3,3.5,Cambridgeport,1823,,1886,250,http://www.redfin.com/MA/Cambridge/259-Brookline-St-02139/unit-259/home/136679912,72500064,42.3578436,-71.1076742
July-19-2019,condo,53 Howard St #2,Cambridge,02139,750000,2,1,Riverside,860,,1910,182,http://www.redfin.com/MA/Cambridge/53-Howard-St-02139/unit-2/home/167026600,72512175,42.3658262,-71.1111741
July-19-2019,condo,2 Longfellow Rd #2,Cambridge,02138,1400000,4,2,Cambridge,2200,,1930,350,http://www.redfin.com/MA/Cambridge/2-Longfellow-Rd-02138/unit-2/home/137297541,72517688,42.3750755,-71.1340044
July-19-2019,condo,35 Pemberton St #2,Cambridge,02140,737000,2,1,North Cambridge,925,,1920,435,http://www.redfin.com/MA/Cambridge/35-Pemberton-St-02140/unit-2/home/11549754,72506835,42.3914255,-71.125527
July-19-2019,condo,13 Cottage Ave #1,Somerville,02144,1360000,3,10.5,Davis Square,2220,,1900,175,http://www.redfin.com/MA/Somerville/13-Cottage-Ave-02144/unit-1/home/166929086,72510173,42.3940007,-71.1219554
July-19-2019,multifamily,31 Maple Ave,Cambridge,02139,3400000,6,5.5,Mid Cambridge,4528,7466,1887,,http://www.redfin.com/MA/Cambridge/31-Maple-Ave-02139/home/11563747,72490457,42.373245,-71.1043965
July-19-2019,singlefamily,421 Huron Ave,Cambridge,02138,2550000,5,3.5,West Cambridge,3068,5300,1888,,http://www.redfin.com/MA/Cambridge/421-Huron-Ave-02138/home/11590350,72501173,42.3810132,-71.1406508
July-19-2019,singlefamily,81 Fairmont St,Arlington,02474,911000,3,1.5,Arlington,1584,3406,1909,,http://www.redfin.com/MA/Arlington/81-Fairmont-St-02474/home/8399538,72519156,42.4001824,-71.1414399
July-2-2019,condo,262 Monsignor O'Brien Hwy #703,Cambridge,02141,740000,1,1,Cambridge,781,,2017,456,http://www.redfin.com/MA/Cambridge/262-Monsignor-O-Brien-Hwy-02141/unit-703/home/144837964,72497279,42.3731839,-71.0819506
July-2-2019,condo,863 Massachusetts Ave #54,Cambridge,02139,540000,1,1,Cambridge,550,550,1920,381,http://www.redfin.com/MA/Cambridge/863-Massachusetts-Ave-02139/unit-54/home/11566219,72486761,42.3677362,-71.1072324
July-2-2019,multifamily,275 Hurley St,Cambridge,02141,1700000,6,3,Cambridge,3333,2911,1894,,http://www.redfin.com/MA/Cambridge/275-Hurley-St-02141/home/11552955,72487807,42.3687894,-71.0832737
July-22-2019,condo,125 Montgomery St #2,Cambridge,02140,775000,3,2,North Cambridge,1208,,1910,270,http://www.redfin.com/MA/Cambridge/125-Montgomery-St-02140/unit-2/home/137474499,72513312,42.3968672,-71.1332333
July-22-2019,condo,65 Reservoir St #1,Cambridge,02138,840000,2,2,Cambridge,1061,,1926,268,http://www.redfin.com/MA/Cambridge/65-Reservoir-St-02138/unit-1/home/45481550,72517469,42.3814524,-71.1359703
July-22-2019,condo,183 Prospect St #3,Cambridge,02139,486525,2,1,Mid Cambridge,983,,1880,150,http://www.redfin.com/MA/Cambridge/183-Prospect-St-02139/unit-3/home/11562884,72517798,42.3699865,-71.1009725
July-22-2019,condo,1 Earhart St #725,Cambridge,02141,600000,1,1.5,Lechmere Point,803,,2006,626,http://www.redfin.com/MA/Cambridge/1-Earhart-St-02141/unit-725/home/28439919,72500912,42.3710291,-71.0742575
July-22-2019,multifamily,27 Aberdeen Ave,Cambridge,02138,1700000,7,4,Cambridge,3983,4946,1909,,http://www.redfin.com/MA/Cambridge/27-Aberdeen-Ave-02138/home/11592048,72508236,42.3761525,-71.145896
July-22-2019,townhouse,25 Highland Ave Unit A,Cambridge,02139,1000000,2,2.5,Cambridge,1015,,1984,252,http://www.redfin.com/MA/Cambridge/25-Highland-Ave-02139/unit-A/home/11563322,72499234,42.3724797,-71.1064391
July-23-2019,condo,346 Putnam Ave #1,Cambridge,02139,1479000,4,3,Cambridgeport,2361,,1903,165,http://www.redfin.com/MA/Cambridge/346-Putnam-Ave-02139/unit-1/home/56282107,72491972,42.3613517,-71.1132056
July-23-2019,condo,40 Kinnaird St #3,Cambridge,02139,715000,2,1,Cambridge,775,,1903,300,http://www.redfin.com/MA/Cambridge/40-Kinnaird-St-02139/unit-3/home/11568511,72483349,42.3658614,-71.1089831
July-23-2019,singlefamily,115 Coolidge Hl,Cambridge,02138,3200000,6,4,Coolidge Hill,3998,9140,1926,,http://www.redfin.com/MA/Cambridge/115-Coolidge-Hl-02138/home/11594946,72476142,42.3734777,-71.1387388
July-24-2019,condo,50 Line St #2,Somerville,02143,670000,2,1,Somerville,865,,1900,200,http://www.redfin.com/MA/Somerville/50-Line-St-02143/unit-2/home/8741954,72507863,42.3767696,-71.1056177
July-24-2019,condo,170 Gore St #417,Cambridge,02141,740000,2,2,Cambridge,970,,1986,553,http://www.redfin.com/MA/Cambridge/170-Gore-St-02141/unit-417/home/11554053,72521138,42.3725806,-71.0856258
July-24-2019,condo,15 Howard St #1,Cambridge,02139,860000,3,2,Riverside,1155,,1903,185,http://www.redfin.com/MA/Cambridge/15-Howard-St-02139/unit-1/home/167111043,72521486,42.3640889,-71.1108127
July-24-2019,condo,150 Berkshire St #150,Cambridge,02141,330000,0,1,Cambridge,340,,1920,259,http://www.redfin.com/MA/Cambridge/150-Berkshire-St-02141/unit-150/home/160760505,72471022,42.3721359,-71.0897344
July-25-2019,condo,133 River St #3,Cambridge,02139,926000,2,2,Riverside,1329,,1899,340,http://www.redfin.com/MA/Cambridge/133-River-St-02139/unit-3/home/11603513,72507963,42.3639544,-71.1090371
July-25-2019,condo,115-117 Dudley St #1,Cambridge,02140,979000,4,2,North Cambridge,1950,,1897,234,http://www.redfin.com/MA/Cambridge/115-117-Dudley-St-02140/unit-1/home/11580967,72487503,42.3959199,-71.1337784
July-25-2019,condo,2 Earhart St Ph 3,Cambridge,02141,949000,2,1,Cambridge,951,951,2006,780,http://www.redfin.com/MA/Cambridge/2-Earhart-St-02141/unit-3/home/28439621,72509406,42.371116,-71.074137
July-25-2019,townhouse,170 Erie St #1,Cambridge,02139,2000000,4,4.5,Cambridgeport,2716,,2019,317,http://www.redfin.com/MA/Cambridge/170-Erie-St-02139/unit-1/home/160677331,72464750,42.3596918,-71.1074139
July-26-2019,condo,53 Howard St #3,Cambridge,02139,776000,2,1,Riverside,860,,1916,182,http://www.redfin.com/MA/Cambridge/53-Howard-St-02139/unit-3/home/166867383,72508365,42.3658262,-71.1111741
July-26-2019,condo,130 Mount Auburn St #211,Cambridge,02138,1715000,2,2,Harvard Square,1359,,1985,1116,http://www.redfin.com/MA/Cambridge/130-Mt-Auburn-St-02138/unit-211/home/11575440,72512110,42.3730727,-71.1242535
July-26-2019,condo,29 Concord Ave #604,Cambridge,02138,521000,1,1,Cambridge,497,,1965,360,http://www.redfin.com/MA/Cambridge/29-Concord-Ave-02138/unit-604/home/11586499,72510492,42.3797068,-71.1256169
July-26-2019,condo,51 Museum St #5,Cambridge,02138,635000,1,1,Cambridge,707,,1930,175,http://www.redfin.com/MA/Cambridge/51-Museum-St-02138/unit-5/home/11573248,72507208,42.3807939,-71.1136177
July-26-2019,condo,773 Concord Ave #406,Cambridge,02138,767500,3,2,Cambridge,1428,,2005,717,http://www.redfin.com/MA/Cambridge/773-Concord-Ave-02138/unit-406/home/19003221,72464930,42.3909192,-71.1545963
July-26-2019,multifamily,51 Magee St,Cambridge,02139,1400000,3,3,Riverside,1908,2958,1894,,http://www.redfin.com/MA/Cambridge/51-Magee-St-02139/home/11377512,72505713,42.36605,-71.1114693
July-26-2019,multifamily,324 Huron Ave,Cambridge,02138,1700000,5,2,West Cambridge,3274,5098,1916,,http://www.redfin.com/MA/Cambridge/324-Huron-Ave-02138/home/11590969,72508917,42.3811396,-71.1370301
July-26-2019,multifamily,340 Broadway,Cambridge,02139,1635000,5,5,Cambridge,3940,3906,1854,,http://www.redfin.com/MA/Cambridge/340-Broadway-02139/home/11562560,72492511,42.369762,-71.102839
